index,count,mean,std,min,25%,50%,75%,max
FSAG:320_LIC32801_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32801_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32801_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32802_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32802_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32802_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32803_COM,1.0,0.69,,0.69,0.69,0.69,0.69,0.69
FSAG:320_LIC32803_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32803_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32804_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32804_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC32804_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3206_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3207_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3208_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3210_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3211_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3212_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3214_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3215_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3216_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3218_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3219_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3220_COM,1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_LIC_3222_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3222_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3222_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3223_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3223_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3223_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3224_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3224_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3224_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3225_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3225_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3225_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3226_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3226_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3226_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3227_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3227_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3227_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3228_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3228_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3228_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3229_COM,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3229_COM_OP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_LIC_3229_COM_SP,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV0_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV1_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV2_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV3_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV4_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV5_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.CV6_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.MV0_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.MV1_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.MV2_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.MV3_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT511.MV4_HIGH,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
FSAG:320_PROF_FLOT512.CV0_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV1_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV2_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV3_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV4_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV5_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.CV6_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.MV0_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.MV1_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.MV2_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.MV3_HIGH,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:320_PROF_FLOT512.MV4_HIGH,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
FSAG:320_YU_501A.PV(3),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_501B.PV(14),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_501C.PV(25),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_501D.PV(36),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_501E.PV(47),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_502A.PV(3),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_502B.PV(14),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_502C.PV(25),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_502D.PV(36),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_502E.PV(47),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_503A.PV(3),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
FSAG:320_YU_503B.PV(14),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
FSAG:320_YU_503C.PV(25),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
FSAG:320_YU_503D.PV(36),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
FSAG:320_YU_503E.PV(47),1.0,0.06,,0.06,0.06,0.06,0.06,0.06
FSAG:320_YU_504A.PV(3),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_504B.PV(14),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_504C.PV(25),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_504D.PV(36),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_504E.PV(47),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_511A.PV(3),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_511B.PV(14),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_511C.PV(25),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_512A.PV(3),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_512B.PV(14),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:320_YU_512C.PV(25),1.0,0.03,,0.03,0.03,0.03,0.03,0.03
FSAG:PROF_501CV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV4_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV5_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501CV6_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501MV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501MV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501MV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_501MV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV4_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV5_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502CV6_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502MV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502MV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502MV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_502MV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV4_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV5_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503CV6_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503MV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503MV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503MV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_503MV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV4_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV5_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504CV6_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504MV0_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504MV1_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504MV2_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
FSAG:PROF_504MV3_High,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
GMIN:FLUJO_DESDE_PIQUE-C,1.0,8.8,,8.8,8.8,8.8,8.8,8.8
GPTA:BAL_AGUAS_MAKE_UP_DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q.Sol_Susp_Aguas_Claras_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:+100M_CABEZA_MOLINO_UNITARIO.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+100M_CABEZA_MOLINO_UNIT_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_CABEZA_SAG1.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+100M_CABEZA_SAG1.TURNO_ACE_AVG,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+100M_CABEZA_SAG1_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_CABEZA_SAG2.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:+100M_CABEZA_SAG2.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:+100M_CABEZA_SAG2_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_CABEZA_SEWELL.TURNO,1.0,53.16,,53.16,53.16,53.16,53.16,53.16
LAB-Q:+100M_CAB_TRAD_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_Cola_Cascada_Barahona.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_COLA_CASC_BARAHONA_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_COLA_ROUGHER_COLON.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:+100M_COLA_ROUGHER_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_COLA_SAG.TURNO,1.0,22.67,,22.67,22.67,22.67,22.67,22.67
LAB-Q:+100M_COLA_SAG.TURNO_ACE_AVG,1.0,22.67,,22.67,22.67,22.67,22.67,22.67
LAB-Q:+100M_COLA_SAG_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+100M_M_UNITARIO.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q_+1_2M_CABEZA_COLON.TURNO_A_DIA_ACTUAL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q_+1_2M_CABEZA_COLON.TURNO_A_DIA_ANT,1.0,24.28,,24.28,24.28,24.28,24.28,24.28
LAB-Q_+1_2M_CABEZA_COLON.TURNO_B_DIA_ACTUAL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q_+1_2M_CABEZA_COLON.TURNO_B_DIA_ANT,1.0,15.72,,15.72,15.72,15.72,15.72,15.72
LAB-Q_+1_2M_CABEZA_COLON.TURNO_C_DIA_ACTUAL,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q_+1_2M_CABEZA_COLON.TURNO_C_DIA_ANT,1.0,8.62,,8.62,8.62,8.62,8.62,8.62
LAB-Q_+1_2M_CABEZA_COLON_MUESTRA_AUTO.TURNO,1.0,20.05,,20.05,20.05,20.05,20.05,20.05
LAB-Q:+1_2M_CABEZA_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:+1_2M_CAB_TRAD_COLON_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+1_2M_CAB_TRAD_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q_+1_2M_Descarga_PCM.Turno,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:+325M_CABEZA_SAG1.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+325M_CABEZA_SAG1.TURNO_ACE_AVG,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+325M_CABEZA_SAG2.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:+325M_CABEZA_SAG2.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:+371M_CABEZA_COLON_MUESTRA_AUTO.TURNO,1.0,12.89,,12.89,12.89,12.89,12.89,12.89
LAB-Q:+371M_CABEZA_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:+371M_CAB_TRAD_COLON_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+371M_CAB_TRAD_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+3M_CABEZA_SEWELL.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:+3M_CAB_TRAD_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:+65M_CABEZA_SAG1.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+65M_CABEZA_SAG1.TURNO_ACE_AVG,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:+65M_CABEZA_SAG2.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:+65M_CABEZA_SAG2.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:-325M_CONC_CIRC_CU_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:-325M_CONC_CTO_CU_COLON.TURNO,1.0,12.89,,12.89,12.89,12.89,12.89,12.89
LAB-Q:-325M_CONC_FINAL_COBRE.TURNO,1.0,1.43,,1.43,1.43,1.43,1.43,1.43
LAB-Q:-325M_CONC_FINAL_CU_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:-325M_CONC_FINAL_PTR.TURNO,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:-325M_CONC_FINAL_PTR_PROM.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:-325M_CONC_FINAL_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:-325M_CONC_FINAL_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:-325M_CONC_FINAL_SAG_PROM.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:-325M_Correa212.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:-325M_Correa212.TURNO,1.0,5.73,,5.73,5.73,5.73,5.73,5.73
LAB-Q:-325M_CORREA212_FC_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Al_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:AsGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:AsGxL_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:AsGxL_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:AsGxL_Sol_a_Pta_A_M-5.DIA,1.0,64.62,,64.62,64.62,64.62,64.62,64.62
LAB-Q:AsGxL_Sol_a_Pta_SX_M-3.DIA,1.0,30.25,,30.25,30.25,30.25,30.25,30.25
LAB-Q:AyG_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:BiGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:BiGxL_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:BiGxL_Sol_a_Pta_A_M-5.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:BiGxL_Sol_a_Pta_SX_M-3.DIA,1.0,30.25,,30.25,30.25,30.25,30.25,30.25
LAB-Q:B_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CdGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CdGxL_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CdGxL_Sol_a_Pta_A_M-5.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CdGxL_Sol_a_Pta_SX_M-3.DIA,1.0,30.25,,30.25,30.25,30.25,30.25,30.25
LAB-Q:Cd_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Cl_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CN_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Coliformes_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:COND_Aguas_Claras_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:COND_Drenaje_Muros_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:COND_Drenaje_Muros_Ctrl.Total,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:COND_Efluente_Embalse_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:COND_Estacion_Dos_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Cr_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuGxL_Desc_Reactor_As_M-10.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuGxL_Desc_Reactor_As_M-8.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuGxL_Ripios_FU_M-2.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuGxL_Sol_a_Pta_A_M-5.DIA,1.0,64.62,,64.62,64.62,64.62,64.62,64.62
LAB-Q:CuGxL_Sol_Pta_SX_M-3.DIA,1.0,30.25,,30.25,30.25,30.25,30.25,30.25
LAB-Q:CUNS_CABEZA_COLON.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:CuNs_CABEZA_SAG.TURNO,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:CuNs_CABEZA_SAG.TURNO_ACE_AVG,1.0,2.86,,2.86,2.86,2.86,2.86,2.86
LAB-Q:CuNs_CABEZA_SAG2.TURNO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_CABEZA_SAG2.TURNO_ACE_AVG,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cab_Colon.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cab_Gen_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cab_Molino_Unit.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CUNS_CAB_MOLINO_UNITARIO_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cab_SAG1.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cab_SAG2.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CUNS_CAB_TRAD_SEWELL_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cola_Circuito_ReSCV.cm,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuNs_Cola_Colon.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cola_Rougher_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Cola_SAG.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Conc_Final_Cu.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Conc_Final_PTR.cm,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CuNs_Conc_Final_SAG.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Conc_Repaso.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_Conc_Rougher_Sewell.cm,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_ESCORIA_CT_A_MOLIENDA.TURNO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CuNs_ESCORIA_CT_A_MOLIENDA_PROM.DIA,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:CUNS_MOLIENDA_CONV_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CUNS_MOLIENDA_SAG1_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CUNS_MOLIENDA_SAG2_PROM.DIA,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:CUNS_MOLINO_UNITARIO.TURNO,1.0,4.3,,4.3,4.3,4.3,4.3,4.3
LAB-Q:Cu_Aguas_Claras_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Cu_Drenaje_Muros_Ctrl.Semanal,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:Cu_Drenaje_Muros_Ctrl.Total,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
LAB-Q:Cu_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
LAB-Q:DB05_Estacion1.Sem,1.0,100.0,,100.0,100.0,100.0,100.0,100.0
